ID,tweet,none
1261124723087486977t, How many people have been killed by vaccines not zero starting with Vaccinia I dont think there is a way to make the number work so that current rules minimize expected deaths Safety will be established for the Oxford Adeno virus soon,0
1339851020122337280t,After multiple hospitalizations from the CovidVaccine If you have food allergies  any reactions to vaccines PfizerBioNTech suggests you do not take their vaccine  facilities giving the vaccine must be equipped with RESUSCITATION EQUIPMENT  ,0
1364295366175301632t,I really wish that people with blue ticks would stop peddling the vaccine Its NOT a vaccine the jab is a gene therapy trial which concludes on 310123  hence the continued lockdowns,0
1253363713647788035t,  Still a concern A dr relative said Chinese reporters shouldnt be near Pres or VP Personally dont like Pres  VP together Other concern is if they push them to take a vaccine in the fall There is no way in hell I would let them inject me wanything  protect,0
1374458154386214926t, Probably the programming somewhat and the way they are doing it in mini steps in the name of safety So the sheep will always just say no its just a mask its for our safety Then again but itll be the vaccine itll keep going step by step until they get their end goal,1
1334137726329876480t,    Did you know the UK government will pay you 120000 to keep your mouth shut if you are severely disabled as a result of a vaccination against certain diseases ,0
1255125881661652994t, Enjoy your vaccine that Tam wants I wont be tattooed like the Jews were  ,1
1377241941075722240t, I believe those current protocols are unethical and deny the logic that their precedent relies upon Can vaccinated people still carry viruses Yes,0
1428566219158958091t,Federal health officials are investigating emerging reports that the Moderna coronavirus vaccine may be associated with a higher risk of a heart condition called myocarditis in younger adults than previously believed Pandemrix all over again ,0
1337114631404400640t, Not taking the VACCINE because I dont know how to say PFIZER out LOUD ,1
1374398597769228293t,  CampSticker  I didnt get a sticker but can love without one unlike the vaccine,1
1339390633576980481t,You gotta be smiling crack if you think Im taking that Covid vaccine,1
1374042339421925376t, Err whats the point of our much heralded vaccination programme then I thought the vaccine is here to prevent infections so what does it matter who comes in and from where,1
1328438332909522944t,  No one should get a COVID vaccine  It wouldnt be fair to all the people who died of COVID,1
1298268225482809346t, I have a question to Bill Gates and his family Are you guys will take this vaccine tooSomething tells me you will not,1
1336344632238764032t, The Russian vaccine also failed it doesnt get this much attentionexcitement why,0
1375673696539525126t,Wtf Tinder removed my profile for saying i will probably only get along with free thinkers who are un vaccinated  ,1
1371358877749538816t, Thatll be the Oxford vaccine you so strenuously promoted Eh Gary,1
1353164421443559424t, IF ITS NOT TRANSMITTED YOU DONT NEED A VACCINE A VACCINE IS THE INABILITY OF THE PUBLIC TO STOP TRANSMITTING IT A VACCINE WONT PREVENT TRANSMISSION LONG COVID WILL BE RIFE DISABILITY WILL ROCKET S T O P T R A N S M I S S I O N,0
1374728008242761735t,This is scary Come on people Yall that comply with maskvaccine requirements have let it go way too far,1
1357793401173733377t,Why would you need the vaccine AT ALL if youve recovered from COVID All the vaccine is doing is creating an immune response which you would already HAVE if you have had the virus already This looks like theyre making this shit up as they go ,0
1306371107910488072t,I am multitime vulnerable but I will never take Covid19 vaccine   Mandatory or choice I will never take vaccine ,1
1293204155012730881t,The world boutta play Russian Roulette w this new vaccine Bet ,1
1254606423717273607t, While Im opposed vaccines for Coronavirus why do you think everyone should be vaccinated,1
1326455475358064641t,Pfizer vaccine The company which stands to make mega multi billions of dollars profit and become a vaccine monopoly says we must just trust their greedy corporate word that the CV19 KILL SHOT EXTERMINATION vaccine is safe  effective but refuses to release the data,0
1377269709490552833t,100 per cent effective in doing what Obliterating Covid19 transmission and reducing death Where are the data Moreover have  published any data on their Comirnaty investigational vaccine  in animal studies,0
1361310413401579524t, We have NEVER had a vaccine to battle Covid before so saying we cannot lift restrictions is a nonsense The Vaccine either works and they look like they do or they dontKeeping social distancing in place is not NORMAL and unnecessary and must no be accepted,0
1380543876121960454t,Thrombotic Thrombocytopenia after ChAdOx1 nCov19 Vaccination  NEJM More on the    investigation into the post AZ vaccine thrombotic events Now we know that something similar may be occurring with Johnson  Johnson further research is welcome ,0
1376995023116402690t,    The social pressure is very annoying too Ive had several people ask me Did you get the vaccine like they were asking me what the weather was like Its become small talk Im sick of it,1
1336387068797267969t,  BREAKING I was cautioning about that Covid19 for weeks and here is the proof why NO Zionist MSM paid by BigPharma that s vaccine has killed at least 2 trialists according to  ,0
1325885143593054208t,  Thanks for letting us know I will not take the vaccine until s task force takes over I dont trust  if theyre working with  and his administration makes sense now why Pfizer is pushing this news,0
1364629893812740099t,       Its scary to see what brainwashed people will actually do It makes me wonder if these folks will do that to someone who isnt vaccinated On the other hand at least we got allies,1
1333503606193082370t,Serum Institute of India Denies Oxford Vaccine Volunteer Claims  Perfectly healthy before vax trial requires got vax developed life threatening life long illness but just another coincidence Remember Pharma has ZERO LIABILITY,0
1347926929601671169t, Hallo you can read it here ITS NOT LOOKING GOOD FOR THE PFIZER VACCINE  FROM THE CDC 3150 people vaccinated in ONE DAY are unable to  See you soon ,1
1094328234827747328t,    He received enough doses of vaccine that he likely has sufficient immunity  My point is that it is not irrational or antiscience to have concerns about vaccines There is beginning to be a mob mentality against anyone who has such concerns I wish we could all talk rationally,1
1329246303797334019t, Moderna  Oh yea bitch Well our vaccine can now bring people who died from Covid back to life,1
