ID,tweet,unnecessary
1239359655937069057t,THE QUESTION WILL IT WORK  CHINA HAS ALREADY BEEN TESTING  ALL THEIR VACCINES HAVE BEEN A FAILURE SO FAR  REMEMBER THIS VIRUS IS A BIOLOGICAL ENGINEERED VIRUS OUT OF A WEAPONS LAB  THERE IS SOME BELIEF THAT IT IN ACTUALITY A COMBINED VIRUS OR THE CORONA  SARS ,0
1374340703539625986t,     Haha i mean you cant approve a shit vaccine just because we dont wanna deal w stupid anti vaxxers that dont do full research,0
1292375798167478272t,Read this bc this is the summer COVID deaths even at inflated figures at a minimum This is likely not a semiisolated extreme lockdown but a test for what is to spread worldwide come winter incl YOUR CITY Are you ready for police or military to knock w your vaccine,0
1304114886004236289t,Imo other than a bad flu Covid is strictly for data collection Just like any vaccine that may come out Biometrics is the only thing Google et al havent built yet But now that they are in pharmaceuticals it is happening as we speak I am sure,0
1351164416679686144t,Californias State Epidemiologist Dr Erica Pan called for pausing administration of Modernas coronavirus vaccine due to a highthanusual number of severe allergic reactions ,0
1339154354373156865t,Why Pfizer  its German partner BioNTechs COVID19 vaccine needs to be frozen RNAs spine is a sugar ribose Ribose can produce COVID19 symptoms  It can cause some side effects including diarrhea stomach discomfort nausea headache  low blood sugar  toxic formaldehyde ,0
1355729088883924996t, ALREADY PEOPLE WHO HAVE HAD THE VACCINATION HAVE CAUGHT IT AGAIN  YOU ARE GOEBBELISM  ITS A WELL KNOWN TACTIC TO MAKE PEOPLE SCRAMBLE FOR SOMETHING MAKE IT SEEM RARE THE RICH ARE GETTING AHEAD THERE IS A FIGHT OVER IT AND YOU ARE PLAYING THE LEADING ROLE AS USUAL,0
1264685032481923078t,  No one needs a vaccine for COVID19  988 survival rate  Same as the common flu Common flu has a vaccine that does nothing but give you the flu and make companies like yours  more ,1
1246882391827910667t,This is the main reason of covid 19 to approve electronic device called 5G they will never tell you about this but it will kill you That is why they now introduce a remedy called vaccine Be wise and be careful specially Africans,0
1354846905021337604t, If you go with the Pfizer vaccine how will we deal will the epidemic of people convulsing on the floor,0
1445727320086515719t,    Did you work at the Wuhan lab Youve swallowed the vaccine is better than natural immunity bullshit as they planned Your account create May 2020 Do you take the Chinese national holidays off CCP account muted ,1
1356550343031668739t,Why would anyone healthy get a vaccine This is elder abuse as far as I am concerned Start the clock ticking downward Tennessee newlyweds in their 80s celebrate life and the COVID19 vaccine  via ,1
1368220474279297028t,Ben Stein Issues Dire Warning About What Covid Vaccine Did To Him In This Must See Video  ,0
1335525265775144960t,    Stick it where the sun doesnt shine Side effects will kill more people anyway,0
1355940247377489929t,I would say more its one big cover up to get this vaccine out this vaccine was getting made in January before we knew about a virus and van Tan was asking for freezers last spring and he has got shares in the vaccine so what does that tell you,0
1338931322916626437t,    Like flu or chicken pox or meningitis or staph or strep or rotovirus or shingles or HIV   Exercise and a healthy diet will do more to prevent Covid than any vaccine With a 996 recovery rate this everyone must attitude is ridiculous You pick your cure Ill pick mine ,1
1364636164804792324t,Johnson and Johnson I will be waiting to see who in your company CEOS will be taking selfies taking your vaccine How many celebrities will be the first in line I and the color base community will be watching where they will send your vaccine I pray I am wrong ,0
1367232827599822850t,    Barriers are inhumane and treat children worse then animals We have a VACCINE that Biden is planning to administer to adults by the end of June 27 mill already have immunity via recovering from covid GET A GRIP Get kids out of masks and stop this CHILD ABUSE,1
1326306780423487489t,i dont want the pfizer vaccine i want the communist one,0
1361382231869071363t, Its not a vaccine and cannot legally be referred to as such Its an experimental liabilityfree DNA altering medical device In China  Russia they have actual Covid vaccines This vaccine aint it,0
1354368485883785219t, Still no info on vaccine side effects I see Cant be bothered or just dont care,0
1108064767023943680t, Back in the 1970s my 2 youngest sons got chickenpox in daycare Glad they got it over with then My 3rd son won an award at 1st grade graduation for not missing a single day of school in first grade Vaccine frenzy is stupid,1
1365591778263523329t,  Wtf if everybody prone to die from a virus that only has a 2 percent death rate already is vaccinated why do we need to put shit in our body that our immune system can already fight off everyone I know under 40 thats had it has said its no different to the flu Explain piers,1
1332289280371281920t,      MHRA has received substantial funds from Bill and Melinda Gates Foundation This money was to help them improve their vaccine approval systems so nothing to see here Move along now No conflicts of interest all above board be quiet Shut up Take your vaccine,0
1335336391526522880t, True but I am still very concerned about potential side effects I have to decide does covid present more of a risk to my long term health or a vaccine atm i feel a vaccine does,0
1313961859532361728t, Better treatment is the way forward not a vaccine More is learnt every day Cant shield the vulnerable completely forever and its barbaric and inhumane to lead them to the slaughter because healthy people are fed up Enough people do die or suffer long covid fyi,1
1364850923583930369t,Still waiting for the vaccine  it isnt so great the vaccine rollout performance btw,0
1292361413277691904t,  Fastest vaccine ever took 4 yearsCovid is tricky and the trials they have done have limited time inmunity I think we need to live with this virus and learn to treat it in hospital I dont want suspended life and economy while a miracle happens,0
1334973635845648386t,The UK already passed law that grants Pfizer immunity from lawsuits should people have complications or deaths from the vaccine Isnt it absurd theyd force a vaccine on us for a virus that has a 997 survival rate,1
1327373128201285635t, Research very well about Moderna vaccines I dont trust because they create this vaccine with other from to kill peoplenano technologies inside this,1
