ID,tweet,ineffective
1364017881063768066t,   He is NO ONE yet knows if a vaccinated person can still get and spread Covid they just know you wont DIE if you get exposed to it So until we KNOW if others are safe unmasked near an unvaccinated person Fauci cannot answer the question in any other way than I Dont Know,1
1375647173744812034t,Italy opens manslaughter case after teacher dies hours after getting AstraZeneca vaccine  via ,0
1265757215010492419t,Just a gentle reminder that a covid19 vaccine will not prevent you from getting it Thats why you gotta get a flu shot every year and still end up getting the flu,1
1344600492928851969t,Pfizer ran a trial to prove 95 protection from their vaccine with a specific regimen and now the UK want to go with a new regimen which Pfizer repudiates Why is the UK starting a new trial on the whole population in the hope that a revised regimen will be as effective,1
1336727225840840705t, I WILL NOT BE ABLE TO HAVE THIS VACCINE Any person w a history of a significant allergic reaction to a vaccine medicine food such as previous history of anaphylactoid reactionthose who have been advised to carry an EPIPENshould NOT get the Pfizer BioNtech vaccine,0
1415682904378642436t,Warnings from right and left about Johnson  Johnson vaccines link to rare disease In 1976 in reaction to 400 to 500 cases of GuillainBarre Syndrome and 25 deaths from it the entire swine flu vaccine program was shut down ,0
1325784797512261633t, Amazing But is Pfizer willing to be held liable if its ineffective or causes serious harm or worse to people,1
1336495916728119303t, Theres already 6 Confirmed Deaths directly linked to Pfizer vaccine,0
1255956921628098569t,Robert F Kennedy Jr Exposes Bill Gates Vaccine Dictatorship Plan  cites Gates twisted Messiah Complex  ,0
1340060834089873409t,Health Worker Admitted In ICU 10 Minutes After Using Pfizer Covid Vaccine  SonkoNews ,0
1354915875376263168t,Tiffany Dover is unfortunately dead after the Covid Vaccine   ,0
1348994743632449538t,      Oxford is fine but you may get Bharat Biotect when you actually go to take it Bharat biotect has started arriving for vaccination That vaccine has not finished phase 3 or published data like others If u refuse whats given 2 u at center You may not get anything for months,0
1358845206007799813t,The truth will out in the end Oxford Covid vaccine has 10 efficacy against South African variant study suggests ,1
1378600503387426821t,       THERE is no informed consent not informed of adverse effects Stop coercing our people into taking a dangerous experimental gene altering therapy not preventing covid It is NOT A VACCINE STOP THE LIES it is a violation of the NUREMBERG CODES to use experiment on popula,0
1376965569568718849t, Its ok Europe is already talking about requiring Vaccination proof before US citizens can travel over there Its cool put up a fight here its people rightbut dont expect the world to care if we cant travel lol,0
1325978797024317441t,   Looks like vaccine Co were part of the mutiny against our great President They clearly wr helping Biden when its TRUMP who got us the vaccine,0
1365848963568570369t, Your body your choice very true What do we do when you have to have said vaccine passports for a job interview Drivers License marriage license or even to enter certain establishments or public venues The ramifications of such is what concerns me the most,0
1336382347025985542t,Im not against the Covid vaccine at all but its a bit strange that our government has granted Pfizer a legal indemnity which protects them from being sued by patients should anything happen down the line,0
1297596564970434562t,   The Flu kills more and we have a vaccine that we create every year and it still kills more ppl every year There is nothing to stop a virus It has to burn out and run it course At least with Covid we can use HCQ ZPack and zinc The FLU has nothing Cont,0
1414954228930461697t, Adenovirus vaccines hav never been licensed for safety reasons 21 countries hav stopped covishield for under 40 ppl Safety reasons We dont value life of ppl in india India does not even hav post vaccination surveillance system n reporting system,1
1331053047171133441t,Now they know we NOT about to accept this COVID vaccine As for the me and mine we wearing masks and keeping to ourselves Yall can have that,0
1365306355708493828t,  Agreed I am a frontline staff and as such I was offered already the vaccine I did refused it Twice  Why I need more results regards to the safety of the vaccines I am also not a supporter of a VaccinePassport,0
1283749759237455872t, Wait to you see the side effects from one of the vaccines Looks just like this list Funny how as America begins to normalize amd we talk of going back to school the media stepped up Covid reports with doom amd gloom again,0
1374837382730629123t, Useless vaccine,1
1421741199891783686t, This will be when Pfizer is ready for the third vaccination Medical fascists will warn us to take the third injection because of the dangerous Delta Indian covid strain,1
1327603323751575553t,     There are safety concerns re mRNA vaccines incl integration of mRNA into host chronic inflammation mutations replications cancer genes activation Do we have the scientific legalical frameworks to minimize population risk   ,0
1428405855662182401t,As soon as Japans donations of Astrazeneca arrived in Indonesia the deaths skyrocketed in an eeiriely similar fashion to Indias mass death in April after 111 million were vaccinated We shouldnt make the same mistakeagain ,0
1264544267969626112t,   And unfrickingbelievable He might be able to have 300m available but that means nothing unless it is safe and effective Not enough time for that Ready just before the election eh,0
1374324265768472580t,So the AstraZeneca vaccine was created off of outdated information I will continue to wait,0
1262937940906237952t,    Dont know anyone who died from it and I dont know anyone who got it,0
