ID,tweet,pharma
1339926866061307907t, Ohhhh ahhhhh our miraculous puppy Modernathey will do everything for money,1
1291512921328095232t,  And they will inject kids and cause vaccine injuries even though kids dont get Corona Big pharma are the biggest bastards on the planet,1
1350437034649767937t,Are the Indians shooting up people with Covaxin and Covashield at the same time and mixing merging blurring information about the two so people cant actually file a lawsuit in case of side effects because they dont know which vaccine they got ,1
1251291526086356992t,  This whole shutdown is because of IHME models The Bill and Melinda Gates foundation is the major contributor to this organization Bill Gates owns a company called NOVAVAX They provide vaccines You put 2  2 together,1
1326550067373776896t,2  scuppered it at the Congress of Vienna in 1817 When they get the chance these psychos will make what occurred in the Russian Revolution look like a warm up I for one will not submit to any vaccine,0
1340501166023606275t,    These drug companies have a moral obligation to disclose all known facts pertaining to their drugs instead of focusing on the money    In many cases illegal  legal drugs have striking similarities and this isnt good,1
1274022035241332739t,Moderna now says it needs a contingent of black people to volunteer for Kung Flu testing Wow Remember the Tuskeegee experiments I hope our black friends dont fall for this shitever Facui and Dr Collins are not scientists but money and power grubbing pols,1
1375961631599960066t, I find it more and more disturbing by the day is if people just let these lies go by like theyre the holy grail of reason Vaccine passports are already being made in the UK Its just depressing knowing how all this is gonna go yet stupidity is more dangerous than a virus lmao,0
1305507114698379265t,I wouldnt take a vaccine from a company that had thousands of lawsuits filed against them Pfizer CEO says drug company will know if COVID19 vaccine works before the end of October ,1
1327923933992136704t, There is no vaccine Clinical trials dont finish until Oct 21 Why did the CEO sell all his shares in pfizer on Monday if there was SCANDAL,1
1353309231190044674t, It upsets me to see all these vulnerable human beings having this unknown vaccine And like you say i bet they were never told before hand that they will still be in the same position even after having it And yes where is the cleanliness protocol ,0
1377015106773557249t,      Will be controlling peoples minds by implanted nano chips and they will be soulless A vaccine that fundamental changes your dna and it has a patent on it So who owns the patent on you,0
1326608639629660161t, Have you seen Pfizers charge sheet The laws they have broken and the lifes they have ruined resulted in massive fines running into billions And you want their magical never before gained 90 RNA altering drug in your veins In 80 years of vaccines none better than 50,1
1330671412864897024t,  You trust a vaccine when the CEO of Pfizer is a Veterinarian from Greece,1
1271507362432659460t,FOLLOW THE MONEY All roads lead to the Gates Vaccinate the World Mafia Get Govts and the Mainstream Media to terrify people into believing that they are at serious risk of dying from COVID thus creating vast demand for vaccines they think will protect them TRILLIONS ,1
1306434729588256774t, I agree Rockefeller Foundation original funder of Dr Joseph Mountin CDC He also owns Monsanto GMO Corn Africa GlaxoSmithKlinePfizer SanofiGSK took 21B to speed up warp speed Tangled web of liesdeception,1
1286019977942892544t, What progress  mRNA Moderna high risk of adverse effects Oxford vax neither prevents transmission nor infection They should drop this nonsense and stick to HCQ Ivm Budesonide Zn etc,0
1239883021924401156t,  Yes they are cutting corners in their desperation to get a vaccine When they have it they will be forcing it upon the population,0
1327919005705920513t, Isnt thia the same company that got sued over baby powder Couldve sworn they were giving people cancer Now they want use to take their vaccine Im good thanks,1
1334436160836341760t, Equally if its so safe why isnt this in all the papers The UK government has granted pharmaceutical giant Pfizer a legal indemnity protecting it from being sued enabling its  vaccine to be rolled out across the country as early as next week Hmm ,1
1298782380682096641t, I wouldnt take any vaccine created from ChinaTrudeau can be their guinea pig,0
1350545425791655937t, The main reason that folks are uneasy about the vaccine is its speedy production Please explain how the medsvaccines for MS other conditions proteins after years of work evolution tested effective combatants to COVID19,0
1341077188381163521t, Pfizer results are still secret or is is just another case of We dont have a clue what we are really messing around with  but we want to still get paid  Exactly how the vaccine increased the risks of HIV transmission is unknow ,1
1354561874780696598t,  The Russian vaccine hasnt completed phase 3 trials They started mass vaccination to be first in the world and then barely gave it anyone China is its own thing I think Brazil was looking at that one,0
1326082037757964289t,BioNTech is set to make around 3billion from this vaccine Big pharma doesnt give a shit about you lol Its all about the monehhh ,1
1321858496225312768t,  Dude Have you even looked at moderna Its never been used before in humans This is not a cure all its new dangerous tech But Im sure you also think trump pushing 5g is awesome too ,0
1297871697111130113t,  Theres no proven vaccine against anything except health,0
1327381724842614789t,Pfizers COVID19 vaccine effectiveness is less than our natural survival rate without a vaccine           ,0
1327178138623889408t, 1 Why the need to dilute the Human Medicines Regulations 2 Pfizer vaccine study due to wrap up  11 Dec 2022 Why talk of rolling it out in Dec 2020 3 Given the novelty of mRNA vaccines what studies can you highlight that show their safety over time,0
1298561075508662276t,This is a disastrous turn of events  Astra Zeneca for example was granted immunity from prosecution for any damage caused by its hastilydeveloped products since July Vaccines must be safe  thoroughly tested as everyone will be asked to take them ,1
