ID,tweet,rushed
1255512480341688327t,  Glad Swedens government left it to their real experts to get them out of it unlike ours who appear intent on breaking as many human rights laws as possible before the end Shove your vaccine where the sun dont shine  ,0
1403047133742260224t,Woman claims reaction to Oxford vaccine left her unable to talk  via ,0
1343538434133159941t, Astra Zeneca seem to keep changing their superformula at merit and still havent done larger scale trials on the 60 age group it seems so not sure Id want that one just yet Although if we believe esteemed opinion leader Julia HB they dont matter anyway ,1
1355681974132862976t, Why were they just not arrested and the vaccine carries on What in the world happened to accountability in this country,0
1403412116799901696t,JUST IN FDA reportedly tells Johnson  Johnson to toss 60M COVID19 vaccine doses over contamination concerns  ,0
1364939161975721986t,Should we trust Johnson  Johnsons oneshot Covid vaccine It has been approved by FDA But we should remember that it did not release details of its clinical trial data and 3 vaccine recipients had severe side effects in the trial,1
1299518628858155008t,Coronavirus vaccine on track for FDA approval by end of 2020 says Operation Warp Speed official  I dont give a damn Im NOT taking it  ,1
1340725208471232515t,The criminal entity known as PFIZER  the manufacturer of the Frankenstein covid vaccine will pay a CRIMINAL fine of 1195 billion Yes a CRIMINAL FINE the largest criminal fine ever imposed in the United States for any matter ,0
1365833162690093057t,   My concern is the long term effects which obviously havent been studied  Im worried Ill be watching tv one day and a commercial come on saying if you or a loved one had the PfizerModerna covid vaccine in 2021 you may be entitled to financial compensation ,1
1343585522216706052t,  The Independent quoted Astra Zeneca exec Pascal Soriot there is a danger that the virus could disappear too fast School shutdowns help with this by blackmailing parents into accepting pharmas plan or starving Theres no scientific support for it,0
1361022082696495109t,   Theyre not great examples You dont need to have a rushed vaccine jabbed into your body to do those things ID or not Its like the old Covid  seatbelt chestnut Theyre just not comparable,1
1376928481242677256t, my government has just tuned me into an anti vaccer My life matters and they tell me I have to take the astra vaccine Or wait for the masses Well by then the covid rate will be low so anti vaccine for now,0
1262598953788338176t, Dont trust Moderna He is friend of Trump and got the highest grant of USD350 millions to do trials with Zero prior experience of Vaccine He then tied up with some company who was already developing vaccine to show it as his product Share price was 5 down post market,0
1327335778788257796t, Think the only ones in line for the covid vaccine are the MSM brainwashed bedwetters who trust a vaccine from Bill Gates after a few months testing which normally takes years You  your friends can have our vaccines because anyone with sense wont be having them,1
1336676123770548225t,I remember rushing my youngest to hospital after an allergic reaction caused anaphylactic shock He nearly died I wont be having the Pfizer vaccine UK issues allergy warning about Pfizer COVID19 vaccine after patients fall ill  via ,0
1319062367523819520t,Oct 21 2020 Volunteer Who Died In AstraZenecas Covid19 Trial Reportedly Never Took The Vaccine  So then AstraZenecas COVID19 Vaccine placebo has killed more people than this has,0
1339987502174748672t,    The experimental vaccine  21500 control group who did not take the vaccine 9963 did not develop Covid 037 did The vaccine group 9907 did not develop Covid 0023 did Testing takes circa 2 years  public are being used to test this novel vaccine It is reckless,1
1320413591460302848t,    How do you know You work for the company I did clinical research training at NIH There is lost of bribing there Pharma companies hide adverse effects and dead A new experimental vaccine altering human genome is rushed without the animal tests which are must,1
1346004862786531331t, Modi is like Boris Johnson They both rushed the vaccine approval for political reasons ,1
1343154217951895556t,To suggest that our most vulnerable citizens should be given the least effective vaccine is completely unacceptable The Astra Zeneca Oxford vaccine is just 62 effective  should never be considered suitable for those with the highest chance of hospitalisation  death,0
1334748854512726016t,G shit before I ever even contemplate taking a COVID vaccine I need to see all the Caucasians government officials and the top 1 take it first make sure no weird st going on then Ill take it lol,1
1359150935914774529t,A Few Covid Vaccine Recipients Developed a Rare Blood Disorder Luz Legaspi was hospitalized with a severe case of immune thrombocytopenia  a lack of platelets  one day after receiving a dose of the Moderna Covid vaccine ,0
1288446690979196928t,  Sick of this all of this nonsense Jon  they are trying their hardest to break our resolve that is what this is really about they want us to be begging them for this untested unsafe vaccine that will change our DNA what could possibly go wrong Only WE can change this,1
1417719372479700994t,Anyone who takes that rubbish doesnt love themself Will  take that useless rubbish of a vaccine or will he take Pfizer ,0
1329868579886526467t,    independent regulator haha another corrupt agency thats funded by big pharma the bullshit that comes out of your mouth is staggering MHRA have requested and AI firm to handle the massive influx of side effects True Matthew,0
1349282644392083458t,  Good morning mam you are right to take legal action concerning the CHANGE in the application of the Pfizer vaccine To give a vaccine in the wrong manner is unethical you will find its the governments incompetence and lack of supply ,0
