ID,tweet,mandatory
1286166166474555393t,This is good news but were worried it will then add to the pressure to deem the vaccines acceptable See  US agrees to pay Pfizer and BioNTech 2 billion for 100 million doses of coronavirus vaccine  ,1
1254150367174111233t,  Does governor blackface think no one should get COVID19 ever And does he think flu vaccines are 100 because they arent at best theyre like 49 and since this virus already has 35 strains according to Swedish scientists a vaccine will likely be less effective,0
1299817632460419073t,    they can indirectly no benefits no travel no right to work etc till youve had your vaccination and covi pass they wont come at it head on but you will be coerced ill bet money on it,1
1329228060764246016t,  Pfizer can take its shit and move along PROFITEERING is not safety Especially when the fox funds the hens ,0
1429826556491444225t,After 8 months Developed in 2 days What is wrong with the world to accept this fraud Pfizers COVID19 vaccine received full approval from the FDA on Monday the first COVID19 vaccine to move out of its Emergency Use Authorization stage ,0
1336501088732659712t,    Well there have not been too many scary AEs but thats still in the air They will likely be significantly worse in all the shitty platforms like AVV that AstraZeneca is using Im not against these vaccines moving forward Just worried about what mandates will arrive,1
1336248752710045703t,   Yeah This is nuts and Im vulnerable but all sounds completely hypocritical and propaganda is through the roof today Boris giving Pfizer complete immunity from legal proceedings is very scary,0
1335249891807932417t,Please read through s thread on the COVID vaccine being pushed to front line workers in Arkansas Im not disagreeing with the vaccine  but against mandatory vaccination,1
1376659967281860613t, and nobody wants to hear this but proving efficacy of a covid 19 vaccine is a weird task because statistically its not that dangerous so wherever my line is its before coercing the entire population to take an experimental vaccine for a disease that poses manageable risks,1
1333099841711271936t,Anybody hear Adm Giroir on  They plan to give the vaccine to the most at risk groups for high impact like the elderly  minorities Lets vaccinate the herd so young white people stay safe Instead say elderly in facilities  front line medicalracism COVID19,1
1330687273537564672t, That would be nice As vaccines for COVID are not 100 protective and the message from Universe is clear all COVID Vaccine is far dangerous to the body than COVID itself So feel free to steal Spiritual Psychologist,0
1377280621240844289t,Johnson  Johnson knew for decades asbestos was in its baby powder  think Ill give their a bodyswerve  vaccine VaccinePassport,1
1307433475813896198t,What if the Covid strain never goes away Its like the Common Cold and the Flu People still die from taking a Flu vaccine and get the Flu later I truly believe this Covid Media Paranoia BullShit will last for decades ,0
1301553323338760192t,          People saw that Covid and forced vaccines didnt work now they made genetically modified mosquitoes God is watching,1
1373298525929345027t,All these boomers getting the covid vaccine talking like its a cool thing to doGet vaccinated join the club Yall are idiots Lmfao let natural selection figure it out cause common sense isnt working,0
1254812267755057153t, Ask your paymaster Bill Gates why all trust is lost via the lockdown May be its to do with the intended plan of forced vaccination forced ID microchips and further surveillance of our livesall to further the depopulation agenda,1
1353746096070291458t,Vaccine is not a choice anymore please google what is happening in Europe now I cannot give you all the reasons why a panic suddenly reigns in all European Countries Yes UK was the initiator w the new variant If you have a chance to get the vaccin please do not hesitate,1
1374365188908982275t,  That doesnt sound very voluntary What about those who choose not be be vaccinated,1
1314548705937289217t, For a flu with a 9599  survival rate NEVER Wake up people  ,0
1287824848757166080t,  Some of us wont be watching your money literally comes from the FDA and Pfizer ,0
1235762022643576838t,Campaign for law to force vaccines received 500K from BigPharma companies   Trade group which represents the biotech industry contributed 98K These companies stand to gain from a statewide mandate of their products  ,1
1333417395071889408t,This is it folks if this is how its going to be then they can stick their needles where the sun doesnt shine If you disagree with this assault on our basic freedoms then YOU MUST REFUSE to be vaccinated,1
1329366430551142406t,   Be interesting to see how many ideological subversed fools line up for the evil vaccine plan,0
1366157520679563264t, To cut the long story short nicely done this govt is giving us a run around so they can leave you with no choice but to accept the Sinovac vaccine Kakapagod talaga yung paikotikutin ka tapos ituturo sayo maling daan pa,1
1336135364382101504t,Reading about Syncytin1 youd be crazy to interfere with it in your body with the Pfizer CovidVaccine MultipleSclerosis Preeclampsia Intrauterine Growth restriction PregnantWoman bipolardisorder Schizophrenia headache among sideeffects ,0
1336737139703296004t, People held hostage for Travel Restrictions for not getting Covid 19 Vaccine Why is Pfizer given protection from legal action by UK government and World Wide for adverse reactions Do this story please,1
1376671037287370753t,Creepy Joes Fascist State says Put your masks back on Phuck off Joe Dr Fugazi claims He brought us the Covid vaccine Bull shit you liar President Trump did 100,1
1255363100842360834t,Then why vaccine people forcefully globally as some richest yet selfish and greedy of greediest rich suggest No vaccine,1
1377329500351045636t, It works like this  they tell you whats going to happen in the hopes that youll you feel defeated and acquiesce without a fight Like the Vaccine passport not a great many pushed back when it was just talk However the govt are getting desperate as a great many have woken up,1
